sessionNaturalKey,sessionKey,requestedDateKey,requestedTimeKey,startDateKey,startTimeKey,endDateKey,endTimeKey,tutorKey,studentKey,courseKey,type,status,didAttend,cancellationReason,topic,professor,location,duration
5d7bb261de1d4c0f50e545a6,95,20190913,1514,20190913,1500,20190913,1600,64,379,,private,attended,TRUE,,Focused Campus Tour,,,60
5d7bb8f0de1d4c0f50e545b3,96,20190913,1542,20190919,1000,20190919,1100,30,154,,private,attended,TRUE,,kudos,,,60
5d7bba07de1d4c0f50e545b6,97,20190913,1547,20190916,1100,20190916,1200,30,66,,private,attended,TRUE,,About EMS,,,60
5d7bba69de1d4c0f50e545b7,98,20190913,1548,20190916,1400,20190916,1500,30,386,,private,canceled,FALSE,,Kudos,,,60
5d7bc49cde1d4c0f50e545c6,99,20190913,1632,20190914,1300,20190914,1400,2,239,6,private,attended,TRUE,,Statement of cash flows,,,60
5d7bc687de1d4c0f50e545cd,100,20190913,1640,20190914,1000,20190914,1100,45,107,6,private,attended,TRUE,,general ,,,60
5d7bc75ede1d4c0f50e545d0,101,20190913,1644,20190913,1100,20190913,1200,59,190,,private,attended,TRUE,,School focused/Campus tour,,,60
5d7bc7c1de1d4c0f50e545d1,102,20190913,1645,20190915,1500,20190915,1600,26,107,208,private,canceled,FALSE,,GDP,,,60
5d7bcc16de1d4c0f50e545e0,103,20190913,1704,20190914,1400,20190914,1500,2,261,208,private,attended,TRUE,,GDP ,,,60
5d7bcc37de1d4c0f50e545e2,104,20190913,1704,20190915,1500,20190915,1600,54,239,208,private,attended,TRUE,,Intro to eco growth,,,60
5d7bd73bde1d4c0f50e545f4,105,20190913,1751,20190913,2100,20190913,2200,58,363,,private group,attended,TRUE,,focused campus tour,,,60
5d7bd858de1d4c0f50e545f5,106,20190913,1756,20190914,1300,20190914,1400,58,225,,private group,attended,TRUE,,focused campus tour,,,60
5d7bda75de1d4c0f50e545f6,107,20190913,1805,20190914,1500,20190914,1600,43,112,467,private,attended,TRUE,,chap1 and 2 ,,,60
5d7bdc5ede1d4c0f50e545f9,108,20190913,1813,20190914,1400,20190914,1500,58,354,,private,attended,TRUE,,focused campus tour,,,60
5d7bdc88de1d4c0f50e545fa,109,20190913,1814,20190913,1500,20190913,1600,58,353,,private,attended,TRUE,,focused campus tour,,,60
5d7bdd67de1d4c0f50e545fb,110,20190913,1818,20190914,1500,20190914,1600,58,353,,private,attended,TRUE,,focused campus tour,,,60
5d7bde44de1d4c0f50e545fc,111,20190913,1821,20190913,1830,20190913,1930,16,40,,private,attended,TRUE,,Misc,,,60
5d7bde4fde1d4c0f50e545fd,112,20190913,1822,20190914,1600,20190914,1700,58,356,,private group,attended,TRUE,,focused campus tour,,,60
5d7bde6ade1d4c0f50e545fe,113,20190913,1822,20190916,1200,20190916,1300,27,53,307,private,attended,TRUE,,TEF PREPARATIONS ,,,60
5d7bdf4ede1d4c0f50e545ff,114,20190913,1826,20190907,1330,20190907,1430,58,356,,private,attended,TRUE,,jenzabar issue,,,60
5d7be291de1d4c0f50e54600,115,20190913,1840,20190914,1300,20190914,1400,43,54,467,private,attended,TRUE,,Chapter 2,,,60
5d7be949de1d4c0f50e54614,116,20190913,1908,20190914,1500,20190914,1600,2,302,208,private,attended,TRUE,,GDP ,,,60
5d7bff38de1d4c0f50e54622,117,20190913,2042,20190915,1200,20190915,1300,41,397,,private group,canceled,FALSE,,detailed campus tour,,,60
5d7bff5dde1d4c0f50e54623,118,20190913,2043,20190915,1500,20190915,1600,52,72,440,private,canceled,FALSE,,limits and its properties,,,60
5d7c10b1de1d4c0f50e54630,119,20190913,2157,20190913,1700,20190913,1730,21,385,,private,attended,TRUE,,Campus tour,,,30
5d7ca217de1d4c0f50e54641,120,20190914,817,20190913,1500,20190913,1630,67,380,,private,attended,TRUE,,Kudos. French test. Portal. Miscellaneous stuff,,,90
5d7cb5bade1d4c0f50e54650,121,20190914,941,20190914,940,20190914,1040,16,59,,private,attended,TRUE,,EGR Q/A,,,60
5d7cbe31de1d4c0f50e54655,122,20190914,1017,20190915,1000,20190915,1100,4,92,172,private,attended,TRUE,,structures and files,,,60
5d7cbec4de1d4c0f50e54656,123,20190914,1019,20190914,1000,20190914,1100,41,192,,private group,attended,TRUE,,Focused campus tour,,,60
5d7cc482de1d4c0f50e5465a,124,20190914,1044,20190914,1400,20190914,1500,57,275,,private group,attended,TRUE,,Campus Tour,,,60
5d7cc8fede1d4c0f50e54668,125,20190914,1103,20190915,1000,20190915,1100,52,243,440,private,attended,TRUE,,Limits,,,60
5d7cd09dde1d4c0f50e54672,126,20190914,1135,20190915,1200,20190915,1300,7,275,440,private,attended,TRUE,,chapter 1,,,60
5d7cd770de1d4c0f50e54679,127,20190914,1205,20190914,1200,20190914,1300,67,415,,private,attended,TRUE,,detailed campus tour. TEf. Kudos. ,,,60
5d7ce56fde1d4c0f50e54686,128,20190914,1304,20190918,1000,20190918,1100,2,239,6,private,canceled,FALSE,,Statement of cash flows,,,60
5d7cf439de1d4c0f50e546a0,129,20190914,1407,20190915,1300,20190915,1400,52,72,440,private,attended,TRUE,,Limits,,,60
5d7cfb34de1d4c0f50e546af,130,20190914,1437,20190918,1600,20190918,1700,53,314,,private,attended,TRUE,,Degree Plan,,,60
5d7cfebbde1d4c0f50e546b2,131,20190914,1452,20190914,1410,20190914,1510,16,423,,private,attended,TRUE,,Briefing ,,,60
5d7d00a2de1d4c0f50e546b3,132,20190914,1500,20190914,1500,20190914,1600,57,19,,private group,attended,TRUE,,Campus Tour,,,60
5d7d0569de1d4c0f50e546b9,133,20190914,1521,20190914,1800,20190914,1900,62,381,,private,attended,TRUE,,Email professors & Tickets,,,60
5d7d099cde1d4c0f50e546c2,134,20190914,1539,20190915,1300,20190915,1400,51,184,434,private,attended,TRUE,,Maths for business,,,60
5d7d0b3cde1d4c0f50e546c6,135,20190914,1546,20190915,1100,20190915,1200,36,404,,private,confirmed,FALSE,,learning English,,,60
5d7d0ba8de1d4c0f50e546c7,136,20190914,1547,20190915,1100,20190915,1200,4,422,165,private,attended,TRUE,,flowchart(raptor),,,60
5d7d113dde1d4c0f50e546cb,137,20190914,1611,20190914,1600,20190914,1800,62,19,,private,attended,TRUE,,Email professors & Tickets & Issues of GoPrint,,,120
5d7d1307de1d4c0f50e546cc,138,20190914,1619,20190914,1620,20190914,1720,16,40,,private,attended,TRUE,,Focused Campus Tour,,,60
5d7d318ade1d4c0f50e546e5,139,20190914,1829,20190916,1500,20190916,1600,52,431,440,private,attended,TRUE,,Review of chapter 1,,,60
5d7d3e7ade1d4c0f50e546eb,140,20190914,1924,20190916,1100,20190916,1200,23,301,204,private,attended,TRUE,,chap 1 and 2,,,60
5d7d3fd8de1d4c0f50e546ec,141,20190914,1930,20190915,1400,20190915,1500,13,110,165,private,attended,TRUE,,flow charts ,,,60
5d7d44f4de1d4c0f50e54713,142,20190914,1952,20190920,1400,20190920,1500,30,386,,private,attended,TRUE,,Kudos,,,60
5d7d5e20de1d4c0f50e54716,143,20190914,2139,20190916,1500,20190916,1600,7,423,440,private,attended,TRUE,,Chapter1 about the continuity ,,,60
5d7d6798de1d4c0f50e54717,144,20190914,2220,20190916,1300,20190916,1400,27,432,467,private,attended,TRUE,,Vectors,,,60
5d7d7291de1d4c0f50e54718,145,20190915,6,20190916,1800,20190916,1900,52,19,440,private,canceled,FALSE,,Chap1.Section1-4,,,60
5d7d8037de1d4c0f50e5471a,146,20190915,5,20190915,1400,20190915,1500,16,210,,private group,canceled,FALSE,,Topic[Location],,,60
5d7e2b1a4959ef12b03fa915,147,20190915,1214,20190918,1330,20190918,1430,18,436,174,private,attended,TRUE,,object oriented concepts,Asmaa Mourhir,,60
5d7e32054959ef12b03fa948,148,20190915,1243,20190915,1100,20190915,1200,52,243,440,private,attended,TRUE,,Limits,,,60
5d7e373c4959ef12b03fa956,149,20190915,1306,20190913,1800,20190913,1900,52,213,440,private group,attended,TRUE,,Differentiation,,,60
5d7e3c9329ae021b2497c96b,150,20190915,1328,20190916,1400,20190916,1500,22,447,,private,attended,TRUE,,Kudos+FYE Syllabus + experience with tutoring,,,60
5d7e3ee54959ef12b03fa981,151,20190915,1338,20190915,1600,20190915,1700,62,393,,private,attended,TRUE,,Email professors & Tickets (Room LR 2),,,60
5d7e3f124959ef12b03fa982,152,20190915,1339,20190915,1700,20190915,1800,62,318,,private,attended,TRUE,,Email professors & Tickets (Room LR 2),,,60
5d7e434929ae021b2497c983,153,20190915,1357,20190916,700,20190916,800,52,72,440,private,attended,TRUE,,Limits and their properties,Rhiati,,60
5d7e473229ae021b2497c94d,154,20190915,1414,20190916,1300,20190916,1400,22,437,,private,attended,TRUE,,Kudos+FYE Syllabus + experience with tutoring,,,60
5d7e488929ae021b2497c951,155,20190915,1419,20190916,1800,20190916,1900,5,430,440,private,attended,TRUE,,Limits and their properties ,Nabil Rhiati,,60
5d7e48c929ae021b2497c952,156,20190915,1420,20190915,1100,20190915,1200,36,404,,private,attended,TRUE,,Paragraph,,,60
5d7e4a6629ae021b2497c9ab,157,20190915,1427,20190915,1000,20190915,1030,31,400,,private,attended,TRUE,,Focused Campus Tour,,CLE 101 Bldg 7,30
5d7e4f4229ae021b2497c9f7,158,20190915,1448,20190917,1000,20190917,1100,2,239,6,private,attended,TRUE,,Statement of cash flows,Satt Harit,,60
5d7e539a29ae021b2497ca0e,159,20190915,1507,20190916,1200,20190916,1300,2,302,6,private,attended,TRUE,,Macro ,Baijou,,60
5d7e56cd29ae021b2497ca4e,160,20190915,1520,20190916,1600,20190916,1700,59,411,,private,attended,TRUE,,add and drop period ,,,60
5d7e5cf029ae021b2497ca6d,161,20190915,1546,20190916,1700,20190916,1800,11,171,333,private,attended,TRUE,,Population statistics,Coleman Andrew,,60
5d7e5df329ae021b2497ca70,162,20190915,1551,20190919,1100,20190919,1200,59,259,,private,attended,TRUE,,Jenzabar,Latachi,,60
5d7e5e3929ae021b2497ca71,163,20190915,1552,20190916,800,20190916,900,15,441,216,private,attended,TRUE,,Cash Flow Diagrams,Kissani,,60
5d7e5ec429ae021b2497ca72,164,20190915,1554,20190916,1900,20190916,2000,15,449,216,private,canceled,FALSE,,cash flow diagram,kissani,,60
5d7e638929ae021b2497ca74,165,20190915,1615,20190920,1000,20190920,1100,48,329,,private,attended,TRUE,,kudos formation,,,60
5d7e678529ae021b2497ca7f,166,20190915,1632,20190916,1000,20190916,1100,30,450,,private,attended,TRUE,,Kudos ,,,60
5d7e683729ae021b2497ca80,167,20190915,1635,20190917,1600,20190917,1700,11,343,434,private,attended,TRUE,,Limits,Rhiati ,,60
5d7e6bff29ae021b2497ca83,168,20190915,1651,20190916,1800,20190916,1900,49,419,208,private,attended,TRUE,,Chapter 5 (GDP),Baijou,,60
5d7e736829ae021b2497ca98,169,20190915,1722,20190916,1900,20190916,2000,51,457,320,private,attended,TRUE,,probability & hypothesis testing,no prof,,60
5d7e782529ae021b2497ca9d,170,20190915,1743,20190916,1300,20190916,1400,50,280,119,private,attended,TRUE,,Self introductury speech,L.Mortaji ,,60
5d7e7b3729ae021b2497caa0,171,20190915,1756,20190916,1200,20190916,1300,23,460,208,private,attended,TRUE,,Homework chapter 5/6,Baijou,,60
5d7e802729ae021b2497caa3,172,20190915,1817,20190916,730,20190916,800,31,299,,private,attended,TRUE,,Focused Campus Tour,,,30
5d7e809a29ae021b2497caa4,173,20190915,1819,20190916,800,20190916,830,31,416,,private,attended,TRUE,,Focused Campus Tour,,,30
5d7e896c29ae021b2497caa5,174,20190915,1856,20190916,1800,20190916,1900,37,190,,private,canceled,FALSE,,commentary of an article about education ,Giovana,,60
5d7e89af29ae021b2497caa6,175,20190915,1857,20190916,1800,20190916,1900,37,190,,private,attended,TRUE,,commentary of an article about education ,Giovana,,60
5d7e9d7129ae021b2497cb30,176,20190915,2022,20190917,1700,20190917,1800,11,289,333,private,attended,TRUE,,Only the basics. T-Test/ F-Test / Z-Test/ Confidence intervals. ,Fakhar Ahlam,,60
5d7e9e3729ae021b2497cb31,177,20190915,2025,20190916,1400,20190916,1500,45,114,208,private,attended,TRUE,,Economic Growth ,Coleman ,,60
5d7ea1e029ae021b2497cb33,178,20190915,2041,20190918,2000,20190918,2100,59,265,,private,attended,TRUE,,Using Kudos,,,60
5d7ea21329ae021b2497cb34,179,20190915,2041,20190918,1100,20190918,1200,54,239,208,private,attended,TRUE,,Intro to eco growth,cOLMAN,,60
5d7ea22529ae021b2497cb35,180,20190915,2042,20190922,1100,20190922,1200,59,190,,private,canceled,FALSE,,Using Kudos,,,60
5d7ea49b29ae021b2497cb36,181,20190915,2052,20190913,1500,20190913,1600,44,461,,private,attended,TRUE,,jenzebar workshop+ professors,,,60
5d7ea5ee29ae021b2497cb4a,182,20190915,2058,20190922,1400,20190922,1500,59,190,,private,attended,TRUE,,Using Kudos,,,60
5d7eb02629ae021b2497cb4e,183,20190915,2141,20190917,1600,20190917,1700,7,237,165,private,attended,TRUE,,Algorithm and flow charts,,,60
5d7eb8d729ae021b2497cb74,184,20190915,2219,20190917,1700,20190917,1800,7,313,440,private,attended,TRUE,,Differentiation,Fouad chaatit,,60
5d7ec38429ae021b2497cb9b,185,20190916,4,20190919,1400,20190919,1500,48,281,,private,attended,TRUE,,Kudos formation ,,,60
5d7ec9af29ae021b2497cba2,186,20190916,30,20190918,1100,20190918,1200,30,349,,private,attended,TRUE,,Kudos,,,60
5d7f408420a85e0e3436d15d,187,20190916,757,20190916,1600,20190916,1700,67,53,,private,attended,TRUE,,Part time jobs and opportunities ,,,60
5d7f40b320a85e0e3436d15e,188,20190916,758,20190916,1900,20190916,2000,67,415,,private,attended,TRUE,,Part time jobs and opportunities ,,,60
5d7f41fc20a85e0e3436d15f,189,20190916,804,20190918,1430,20190918,1530,11,250,333,private,canceled,FALSE,,sample statistics,Andrew Coleman,,60
5d7f486b20a85e0e3436d162,190,20190916,831,20190917,1000,20190917,1100,47,165,440,private,attended,TRUE,,The chain rule ,Chattit,,60
5d7f4b7120a85e0e3436d163,191,20190916,844,20190916,1400,20190916,1600,62,398,,private,attended,TRUE,,Focused Campus Tour & Email professors & Tickets (Room LR 1),,,120
