sessionNaturalKey,sessionKey,requestedDateKey,requestedTimeKey,startDateKey,startTimeKey,endDateKey,endTimeKey,tutorKey,studentKey,courseKey,type,status,didAttend,cancellationReason,topic,professor,location,duration
5d7a9fe3de1d4c0f50e54474,52,9/12/19,19:43,9/13/19,12:00,9/13/19,14:00,70149,76492,EGR2302,private,attended,true,,The first chapter,,,60
5d7aa351de1d4c0f50e54477,53,9/12/19,19:58,9/13/19,15:00,9/13/19,17:00,70134,83416,MTRSSE,private,attended,true,,Campus tour ,,,60
5d7addefde1d4c0f50e544b6,54,9/13/19,0:08,9/13/19,14:00,9/13/19,16:00,77627,82097,MTRSBA,private,canceled,false,,Focused campus tour,,,60
5d7b373cde1d4c0f50e544b7,55,9/13/19,6:29,9/17/19,10:00,9/17/19,12:00,76055,80580,CSC1401,private,attended,true,,flowcharts in programing,,,60
5d7b5db0de1d4c0f50e544bd,56,9/13/19,9:13,9/13/19,18:00,9/13/19,20:00,75934,82032,MTRSBA,private,attended,true,,email format +advising services+ questions,,,60
5d7b6043de1d4c0f50e544bf,57,9/13/19,9:24,9/13/19,9:30,9/13/19,11:30,77206,80504,MTRSHSS,private,attended,true,,Campus tour + kudos,,,60
5d7b619dde1d4c0f50e544c0,58,9/13/19,9:30,9/13/19,12:00,9/13/19,14:00,70134,82248,MTRSSE,private,attended,true,,Focused campus tour,,,60
5d7b6661de1d4c0f50e544c1,59,9/13/19,9:50,9/13/19,10:00,9/13/19,12:00,69654,80972,MTRSBA,private group,attended,true,,Focused campus tour,,,60
5d7b6b8fde1d4c0f50e544d5,60,9/13/19,10:12,9/18/19,10:00,9/18/19,12:00,69654,80011,MTRSBA,private,attended,true,,Kudos,,,60
5d7b6c03de1d4c0f50e544da,61,9/13/19,10:14,9/17/19,15:00,9/17/19,17:00,69654,80972,MTRSBA,private,attended,true,,Kudos,,,60
5d7b6c38de1d4c0f50e544db,62,9/13/19,10:15,9/17/19,16:00,9/17/19,18:00,69654,83383,MTRSBA,private,attended,true,,Kudos,,,60
5d7b6cf3de1d4c0f50e544dc,63,9/13/19,10:18,9/20/19,14:00,9/20/19,16:00,69654,82238,MTRSBA,private,attended,true,,Kudos,,,60
5d7b6d15de1d4c0f50e544dd,64,9/13/19,10:19,9/16/19,10:00,9/16/19,12:00,77539,76576,ACC2301,private,attended,true,,balance sheet and income statement ,,,60
5d7b6f66de1d4c0f50e544e7,65,9/13/19,10:28,9/14/19,12:00,9/14/19,14:00,70134,83185,MTRSSE,private group,canceled,false,,computer programming,,,60
5d7b75f9de1d4c0f50e544f5,66,9/13/19,10:56,9/13/19,15:00,9/13/19,17:00,77627,80071,MTRSBA,private,attended,true,,Focused campus tour,,,60
5d7b79abde1d4c0f50e544fc,67,9/13/19,11:12,9/13/19,10:00,9/13/19,13:00,77627,79828,MTRSBA,private,confirmed,false,,Jenzabar Workshop + Professors + printing etc,,,120
5d7b7b3ade1d4c0f50e54505,68,9/13/19,11:19,9/13/19,14:00,9/13/19,16:00,77627,80156,MTRSBA,private,attended,true,,Focused campus tour,,,60
5d7b7de7de1d4c0f50e54508,69,9/13/19,11:30,9/14/19,10:00,9/14/19,12:00,76319,76453,CSC1401,private,attended,true,,Raptor,,,60
5d7b826cde1d4c0f50e54511,70,9/13/19,11:50,9/14/19,12:00,9/14/19,14:00,77325,79902,MTH1305,private,attended,true,,Limits ,,,60
5d7b8444de1d4c0f50e54514,71,9/13/19,11:57,9/19/19,14:00,9/19/19,16:00,73110,80960,MTRSSE,private,canceled,false,,Kudos,,,60
5d7b85e8de1d4c0f50e54517,72,9/13/19,12:04,9/13/19,11:00,9/13/19,13:00,78253,82264,MTRSSE,private,attended,true,,Q/A + Problem solving,,,60
5d7b87d6de1d4c0f50e5451e,73,9/13/19,12:13,9/13/19,10:00,9/13/19,12:00,67832,81599,MTRSHSS,private,attended,true,,"sources in the library, kudos and the french exam ",,,60
5d7b88adde1d4c0f50e54523,74,9/13/19,12:16,9/13/19,7:00,9/13/19,9:30,67832,82986,MTRSHSS,private,attended,true,,"kudos, french TEF preparation and the campus tour.",,,90
5d7b8b22de1d4c0f50e54528,75,9/13/19,12:27,9/13/19,13:00,9/13/19,15:00,73793,81381,MTRSSE,private group,attended,true,,Campus Tour,,,60
5d7b9316de1d4c0f50e5452f,76,9/13/19,13:01,9/13/19,11:00,9/13/19,14:00,77627,79828,MTRSBA,private,attended,true,,Jenzabar Workshop+Professors+printing etc,,,120
5d7b9c2ede1d4c0f50e54559,77,9/13/19,13:39,9/13/19,12:00,9/13/19,14:30,78253,82264,MTRSSE,private,attended,true,,Focused Campus Tour,,,90
5d7b9c5dde1d4c0f50e5455a,78,9/13/19,13:40,9/13/19,14:00,9/13/19,16:00,73430,78253,MTRSHSS,private group,attended,true,,Focused Campus Tour,,,60
5d7b9ccede1d4c0f50e5455d,79,9/13/19,13:42,9/13/19,15:00,9/13/19,17:00,73430,78253,MTRSHSS,private,attended,true,,Focused Campus Tour,,,60
5d7b9cfbde1d4c0f50e54560,80,9/13/19,13:43,9/13/19,16:00,9/13/19,18:00,73430,78253,MTRSHSS,private group,attended,true,,Focused Campus Tour,,,60
5d7b9d14de1d4c0f50e54562,81,9/13/19,13:43,9/16/19,18:00,9/16/19,20:00,76557,80265,MTH1305,private,attended,true,,Maths For Business (logarithmic equations -Chapter 4),,,60
5d7b9e07de1d4c0f50e54565,82,9/13/19,13:47,9/13/19,14:00,9/13/19,16:00,78253,81051,MTRSSE,private group,attended,true,,Focused Campus Tour,,,60
5d7b9e45de1d4c0f50e54568,83,9/13/19,13:48,9/13/19,15:00,9/13/19,17:00,78253,80578,ACC2302,private group,canceled,false,,Focused Campus Tour,,,60
5d7b9f63de1d4c0f50e5456a,84,9/13/19,13:53,9/13/19,14:00,9/13/19,16:00,73283,80247,MTRSSE,private,attended,true,,Campus Tour,,,60
5d7ba0f7de1d4c0f50e5456d,85,9/13/19,14:00,9/13/19,15:00,9/13/19,17:00,77627,82097,MTRSBA,private group,attended,true,,Focused campus tour,,,60
5d7ba1c6de1d4c0f50e54572,86,9/13/19,14:03,9/13/19,14:30,9/13/19,16:30,77206,80108,MTRSHSS,private,attended,true,,Focused campus tour ,,,60
5d7ba260de1d4c0f50e54573,87,9/13/19,14:06,9/13/19,14:00,9/13/19,16:00,75245,83024,MTRSBA,private,attended,true,,campus tour,,,60
5d7ba7cbde1d4c0f50e5457b,88,9/13/19,14:29,9/13/19,15:00,9/13/19,17:00,76528,82607,MTRSBA,private,attended,true,,Campus/ School tour,,,60
5d7ba82cde1d4c0f50e54581,89,9/13/19,14:31,9/13/19,16:00,9/13/19,18:00,76528,77443,MTRSBA,private,attended,true,,Campus/ School tour,,,60
5d7ba88ade1d4c0f50e54583,90,9/13/19,14:32,9/13/19,17:00,9/13/19,19:00,76528,77443,MTRSBA,private,attended,true,,ItS accounts,,,60
5d7baac8de1d4c0f50e5458b,91,9/13/19,14:42,9/16/19,13:30,9/16/19,15:30,76557,77950,ECO2302,private,attended,true,,Intro to eco growth,,,60
5d7baeacde1d4c0f50e54592,92,9/13/19,14:58,9/13/19,15:00,9/13/19,17:00,73793,78253,MTRSSE,private group,attended,true,,Campus tour,,,60
5d7bb114de1d4c0f50e5459c,93,9/13/19,15:09,9/13/19,16:00,9/13/19,18:00,73793,81199,MTRSSE,private group,attended,true,,Campus tour,,,60
5d7bb126de1d4c0f50e5459d,94,9/13/19,15:09,9/13/19,15:00,9/13/19,17:00,78253,80578,MTRSSE,private group,attended,true,,Focused Campus Tour,,,60
5d7bb261de1d4c0f50e545a6,95,9/13/19,15:14,9/13/19,15:00,9/13/19,17:00,70271,79261,MTRSBA,private,attended,true,,Focused Campus Tour,,,60
5d7bb8f0de1d4c0f50e545b3,96,9/13/19,15:42,9/19/19,10:00,9/19/19,12:00,73110,80077,MTRSSE,private,attended,true,,kudos,,,60
5d7bba07de1d4c0f50e545b6,97,9/13/19,15:47,9/16/19,11:00,9/16/19,13:00,73110,80494,MTRSSE,private,attended,true,,About EMS,,,60
5d7bba69de1d4c0f50e545b7,98,9/13/19,15:48,9/16/19,14:00,9/16/19,16:00,73110,81250,MTRSSE,private,canceled,false,,Kudos,,,60
5d7bc49cde1d4c0f50e545c6,99,9/13/19,16:32,9/14/19,13:00,9/14/19,15:00,77539,77950,ACC2302,private,attended,true,,Statement of cash flows,,,60
5d7bc687de1d4c0f50e545cd,100,9/13/19,16:40,9/14/19,10:00,9/14/19,12:00,78530,79201,ACC2302,private,attended,true,,general ,,,60
5d7bc75ede1d4c0f50e545d0,101,9/13/19,16:44,9/13/19,11:00,9/13/19,13:00,73429,80926,MTRSBA,private,attended,true,,School focused/Campus tour,,,60
5d7bc7c1de1d4c0f50e545d1,102,9/13/19,16:45,9/15/19,15:00,9/15/19,17:00,75664,79201,ECO2302,private,canceled,false,,GDP,,,60
5d7bcc16de1d4c0f50e545e0,103,9/13/19,17:04,9/14/19,14:00,9/14/19,16:00,77539,77700,ECO2302,private,attended,true,,GDP ,,,60
5d7bcc37de1d4c0f50e545e2,104,9/13/19,17:04,9/15/19,15:00,9/15/19,17:00,76557,77950,ECO2302,private,attended,true,,Intro to eco growth,,,60
5d7bd73bde1d4c0f50e545f4,105,9/13/19,17:51,9/13/19,21:00,9/13/19,23:00,77448,80181,MTRSSE,private group,attended,true,,focused campus tour,,,60
5d7bd858de1d4c0f50e545f5,106,9/13/19,17:56,9/14/19,13:00,9/14/19,15:00,77448,80116,MTRSSE,private group,attended,true,,focused campus tour,,,60
5d7bda75de1d4c0f50e545f6,107,9/13/19,18:05,9/14/19,15:00,9/14/19,17:00,67058,75674,PHY1401,private,attended,true,,chap1 and 2 ,,,60
5d7bdc5ede1d4c0f50e545f9,108,9/13/19,18:13,9/14/19,14:00,9/14/19,16:00,77448,81571,MTRSSE,private,attended,true,,focused campus tour,,,60
5d7bdc88de1d4c0f50e545fa,109,9/13/19,18:14,9/13/19,15:00,9/13/19,17:00,77448,83216,MTRSSE,private,attended,true,,focused campus tour,,,60
5d7bdd67de1d4c0f50e545fb,110,9/13/19,18:18,9/14/19,15:00,9/14/19,17:00,77448,83216,MTRSSE,private,attended,true,,focused campus tour,,,60
5d7bde44de1d4c0f50e545fc,111,9/13/19,18:21,9/13/19,18:30,9/13/19,20:30,78253,81286,MTRSSE,private,attended,true,,Misc,,,60
5d7bde4fde1d4c0f50e545fd,112,9/13/19,18:22,9/14/19,16:00,9/14/19,18:00,77448,80141,MTRSSE,private group,attended,true,,focused campus tour,,,60
5d7bde6ade1d4c0f50e545fe,113,9/13/19,18:22,9/16/19,12:00,9/16/19,14:00,76055,82986,FRN2310,private,attended,true,,TEF PREPARATIONS ,,,60
5d7bdf4ede1d4c0f50e545ff,114,9/13/19,18:26,9/7/19,13:30,9/7/19,15:30,77448,80141,MTRSSE,private,attended,true,,jenzabar issue,,,60
5d7be291de1d4c0f50e54600,115,9/13/19,18:40,9/14/19,13:00,9/14/19,15:00,67058,76492,PHY1401,private,attended,true,,Chapter 2,,,60
5d7be949de1d4c0f50e54614,116,9/13/19,19:08,9/14/19,15:00,9/14/19,17:00,77539,77691,ECO2302,private,attended,true,,GDP ,,,60
5d7bff38de1d4c0f50e54622,117,9/13/19,20:42,9/15/19,12:00,9/15/19,14:00,70134,82550,MTRSSE,private group,canceled,false,,detailed campus tour,,,60
5d7bff5dde1d4c0f50e54623,118,9/13/19,20:43,9/15/19,15:00,9/15/19,17:00,77073,76453,MTH1311,private,canceled,false,,limits and its properties,,,60
5d7c10b1de1d4c0f50e54630,119,9/13/19,21:57,9/13/19,17:00,9/13/19,18:30,68715,80857,MTRSSE,private,attended,true,,Campus tour,,,30
5d7ca217de1d4c0f50e54641,120,9/14/19,8:17,9/13/19,15:00,9/13/19,17:30,67832,80548,MTRSHSS,private,attended,true,,Kudos. French test. Portal. Miscellaneous stuff,,,90
5d7cb5bade1d4c0f50e54650,121,9/14/19,9:41,9/14/19,9:40,9/14/19,11:40,78253,80578,MTRSSE,private,attended,true,,EGR Q/A,,,60
5d7cbe31de1d4c0f50e54655,122,9/14/19,10:17,9/15/19,10:00,9/15/19,12:00,75983,79155,CSC2302,private,attended,true,,structures and files,,,60
5d7cbec4de1d4c0f50e54656,123,9/14/19,10:19,9/14/19,10:00,9/14/19,12:00,70134,81017,MTRSSE,private group,attended,true,,Focused campus tour,,,60
5d7cc482de1d4c0f50e5465a,124,9/14/19,10:44,9/14/19,14:00,9/14/19,16:00,73793,82654,MTRSSE,private group,attended,true,,Campus Tour,,,60
5d7cc8fede1d4c0f50e54668,125,9/14/19,11:03,9/15/19,10:00,9/15/19,12:00,77073,81377,MTH1311,private,attended,true,,Limits,,,60
5d7cd09dde1d4c0f50e54672,126,9/14/19,11:35,9/15/19,12:00,9/15/19,14:00,76319,82654,MTH1311,private,attended,true,,chapter 1,,,60
5d7cd770de1d4c0f50e54679,127,9/14/19,12:05,9/14/19,12:00,9/14/19,14:00,67832,816993,MTRSHSS,private,attended,true,,detailed campus tour. TEf. Kudos. ,,,60
5d7ce56fde1d4c0f50e54686,128,9/14/19,13:04,9/18/19,10:00,9/18/19,12:00,77539,77950,ACC2302,private,canceled,false,,Statement of cash flows,,,60
5d7cf439de1d4c0f50e546a0,129,9/14/19,14:07,9/15/19,13:00,9/15/19,15:00,77073,76453,MTH1311,private,attended,true,,Limits,,,60
5d7cfb34de1d4c0f50e546af,130,9/14/19,14:37,9/18/19,16:00,9/18/19,18:00,75793,71559,MTRSBA,private,attended,true,,Degree Plan,,,60
5d7cfebbde1d4c0f50e546b2,131,9/14/19,14:52,9/14/19,14:10,9/14/19,16:10,78253,78145,MTRSSE,private,attended,true,,Briefing ,,,60
5d7d00a2de1d4c0f50e546b3,132,9/14/19,15:00,9/14/19,15:00,9/14/19,17:00,73793,78253,MTRSSE,private group,attended,true,,Campus Tour,,,60
5d7d0569de1d4c0f50e546b9,133,9/14/19,15:21,9/14/19,18:00,9/14/19,20:00,73430,80749,MTRSHSS,private,attended,true,,Email professors & Tickets,,,60
5d7d099cde1d4c0f50e546c2,134,9/14/19,15:39,9/15/19,13:00,9/15/19,15:00,75940,81212,MTH1305,private,attended,true,,Maths for business,,,60
5d7d0b3cde1d4c0f50e546c6,135,9/14/19,15:46,9/15/19,11:00,9/15/19,13:00,76269,83452,Writing101,private,confirmed,false,,learning English,,,60
5d7d0ba8de1d4c0f50e546c7,136,9/14/19,15:47,9/15/19,11:00,9/15/19,13:00,75983,76547,CSC1401,private,attended,true,,flowchart(raptor),,,60
5d7d113dde1d4c0f50e546cb,137,9/14/19,16:11,9/14/19,16:00,9/14/19,19:00,73430,78253,MTRSHSS,private,attended,true,,Email professors & Tickets & Issues of GoPrint,,,120
5d7d1307de1d4c0f50e546cc,138,9/14/19,16:19,9/14/19,16:20,9/14/19,18:20,78253,81286,MTRSSE,private,attended,true,,Focused Campus Tour,,,60
5d7d318ade1d4c0f50e546e5,139,9/14/19,18:29,9/16/19,15:00,9/16/19,17:00,77073,81342,MTH1311,private,attended,true,,Review of chapter 1,,,60
5d7d3e7ade1d4c0f50e546eb,140,9/14/19,19:24,9/16/19,11:00,9/16/19,13:00,78566,76813,ECO2301,private,attended,true,,chap 1 and 2,,,60
5d7d3fd8de1d4c0f50e546ec,141,9/14/19,19:30,9/15/19,14:00,9/15/19,16:00,77325,82700,CSC1401,private,attended,true,,flow charts ,,,60
5d7d44f4de1d4c0f50e54713,142,9/14/19,19:52,9/20/19,14:00,9/20/19,16:00,73110,81250,MTRSSE,private,attended,true,,Kudos,,,60
5d7d5e20de1d4c0f50e54716,143,9/14/19,21:39,9/16/19,15:00,9/16/19,17:00,76319,78145,MTH1311,private,attended,true,,Chapter1 about the continuity ,,,60
5d7d6798de1d4c0f50e54717,144,9/14/19,22:20,9/16/19,13:00,9/16/19,15:00,76055,79120,PHY1401,private,attended,true,,Vectors,,,60
5d7d7291de1d4c0f50e54718,145,9/15/19,-1:06,9/16/19,18:00,9/16/19,20:00,77073,78253,MTH1311,private,canceled,false,,Chap1.Section1-4,,,60
5d7d8037de1d4c0f50e5471a,146,9/15/19,0:05,9/15/19,14:00,9/15/19,16:00,78253,83091,MTRSSE,private group,canceled,false,,Topic[Location],,,60
5d7e2b1a4959ef12b03fa915,147,9/15/19,12:14,9/18/19,13:30,9/18/19,15:30,73968,77807,CSC2303,private,attended,true,,object oriented concepts,Asmaa Mourhir,,60
5d7e32054959ef12b03fa948,148,9/15/19,12:43,9/15/19,11:00,9/15/19,13:00,77073,81377,MTH1311,private,attended,true,,Limits,,,60
5d7e373c4959ef12b03fa956,149,9/15/19,13:06,9/13/19,18:00,9/13/19,20:00,77073,83112,MTH1311,private group,attended,true,,Differentiation,,,60
5d7e3c9329ae021b2497c96b,150,9/15/19,13:28,9/16/19,14:00,9/16/19,16:00,70500,83221,MTRSSE,private,attended,true,,Kudos+FYE Syllabus + experience with tutoring,,,60
5d7e3ee54959ef12b03fa981,151,9/15/19,13:38,9/15/19,16:00,9/15/19,18:00,73430,81496,MTRSHSS,private,attended,true,,Email professors & Tickets (Room LR 2),,,60
5d7e3f124959ef12b03fa982,152,9/15/19,13:39,9/15/19,17:00,9/15/19,19:00,73430,80028,MTRSHSS,private,attended,true,,Email professors & Tickets (Room LR 2),,,60
5d7e434929ae021b2497c983,153,9/15/19,13:57,9/16/19,7:00,9/16/19,9:00,77073,76453,MTH1311,private,attended,true,,Limits and their properties,Rhiati,,60
5d7e473229ae021b2497c94d,154,9/15/19,14:14,9/16/19,13:00,9/16/19,15:00,70500,83440,MTRSSE,private,attended,true,,Kudos+FYE Syllabus + experience with tutoring,,,60
5d7e488929ae021b2497c951,155,9/15/19,14:19,9/16/19,18:00,9/16/19,20:00,74283,82594,MTH1311,private,attended,true,,Limits and their properties ,Nabil Rhiati,,60
5d7e48c929ae021b2497c952,156,9/15/19,14:20,9/15/19,11:00,9/15/19,13:00,76269,83452,Writing101,private,attended,true,,Paragraph,,,60
5d7e4a6629ae021b2497c9ab,157,9/15/19,14:27,9/15/19,10:00,9/15/19,11:30,66927,81231,MTRSSE,private,attended,true,,Focused Campus Tour,,CLE 101 Bldg 7,30
5d7e4f4229ae021b2497c9f7,158,9/15/19,14:48,9/17/19,10:00,9/17/19,12:00,77539,77950,ACC2302,private,attended,true,,Statement of cash flows,Satt Harit,,60
5d7e539a29ae021b2497ca0e,159,9/15/19,15:07,9/16/19,12:00,9/16/19,14:00,77539,77691,ACC2302,private,attended,true,,Macro ,Baijou,,60
5d7e56cd29ae021b2497ca4e,160,9/15/19,15:20,9/16/19,16:00,9/16/19,18:00,73429,80422,MTRSBA,private,attended,true,,add and drop period ,,,60
5d7e5cf029ae021b2497ca6d,161,9/15/19,15:46,9/16/19,17:00,9/16/19,19:00,73619,66949,GBU3311,private,attended,true,,Population statistics,Coleman Andrew,,60
5d7e5df329ae021b2497ca70,162,9/15/19,15:51,9/19/19,11:00,9/19/19,13:00,73429,80265,MTRSBA,private,attended,true,,Jenzabar,Latachi,,60
